timestamp_ms,elapsed_s,d_obj_mm,v_raw_mmps,v_avg_mmps,m_buffer_mm,threshold_T_mm,alert_triggered,alert_text,latency_hw_ms,latency_net_ms,latency_algo_ms,latency_tts_ms,latency_bt_ms,latency_total_ms,packet_loss_frame,packet_loss_cumulative,is_head_rotating 
1700000128414,128.41,4496,0.0,335.26,147.82,1494,1,Arah 11,20,46,3,0,4,73,0,377,0
1700000128480,128.48,4531,67.49,295.1,123.98,1442,1,Arah 11,32,43,2,0,1,78,2,377,0
1700000128547,128.55,4487,7.5,251.96,120.45,1364,1,Arah 11,44,51,6,0,4,105,0,377,0
1700000128614,128.61,4530,0.0,214.16,104.05,1308,1,Arah 11,42,52,2,0,3,99,0,377,0
1700000128680,128.68,4569,0.0,182.04,33.76,1316,1,Arah 11,21,28,2,0,3,54,0,380,0
1700000128747,128.75,4586,547.44,236.85,117.42,1338,1,Arah 11,34,26,6,0,4,70,0,380,0
1700000128814,128.81,4496,397.46,260.94,22.4,1477,1,Arah 11,23,24,6,0,3,56,0,380,0
1700000128880,128.88,4533,0.0,221.8,50.85,1375,1,Arah 11,7,15,4,0,3,29,0,380,0
1700000128947,128.95,4629,254.97,226.78,187.8,1249,1,Arah 11,23,48,2,0,4,77,0,380,0
1700000129014,129.01,4499,1034.89,347.99,174.7,1492,1,Arah 11,28,21,6,0,2,57,1,380,0
1700000129081,129.08,4491,322.46,344.16,82.53,1574,1,Arah 11,28,51,3,0,2,84,0,380,0
1700000129147,129.15,4456,0.0,292.54,95.26,1465,1,Arah 11,35,48,6,0,1,90,2,380,0
1700000129214,129.21,4506,209.98,280.15,80.97,1456,1,Arah 11,29,53,4,0,1,87,0,380,0
1700000129281,129.28,4428,0.0,238.13,115.7,1342,1,Arah 11,36,28,6,0,3,73,1,380,0
1700000129347,129.35,4549,0.0,202.41,164.48,1225,1,Arah 11,41,15,5,0,4,65,0,380,0
1700000129414,129.41,4451,1177.37,348.66,139.81,1527,1,Arah 11,4,62,4,0,1,71,0,380,0
1700000129481,129.48,4392,0.0,296.36,143.99,1425,1,Arah 11,17,35,3,0,2,57,0,380,1
1700000129547,129.55,4485,0.0,251.9,35.34,1447,1,Arah 11,29,45,3,0,4,81,0,380,0
1700000129614,129.61,4567,389.96,272.61,142.39,1381,1,Arah 11,31,36,6,0,4,77,0,380,0
1700000129681,129.68,4433,772.41,347.58,184.65,1481,1,Arah 11,32,54,4,0,2,92,1,381,0
1700000129747,129.75,4464,674.93,396.68,83.29,1670,1,Arah 11,24,70,4,0,4,102,0,381,0
1700000129814,129.81,4343,442.45,403.55,79.87,1686,1,Arah 11,24,63,6,0,4,97,0,381,0
1700000129881,129.88,4405,0.0,343.02,166.66,1490,0,,14,12,2,0,1,29,0,381,0
1700000129947,129.95,4450,0.0,291.56,141.66,1418,0,,7,71,2,0,3,83,1,381,0
1700000130014,130.01,4487,0.0,247.83,88.6,1387,0,,11,20,4,0,4,39,0,381,0
1700000130081,130.08,4496,142.48,232.03,108.83,1337,0,,25,26,3,0,3,57,1,382,0
1700000130147,130.15,4468,824.91,320.96,79.12,1534,0,,3,61,5,0,2,71,0,384,0
1700000130214,130.21,4386,82.49,285.19,116.9,1430,0,,18,17,4,0,3,42,0,384,0
1700000130281,130.28,4457,0.0,242.41,67.56,1397,0,,14,65,3,0,4,86,0,385,0
1700000130347,130.35,4501,224.98,239.8,57.42,1402,0,,39,74,5,0,3,121,0,387,0
1700000130414,130.41,4427,0.0,203.83,99.03,1293,0,,38,12,5,0,2,57,0,387,0
1700000130481,130.48,4512,0.0,173.25,42.32,1291,0,,22,39,2,0,2,65,0,387,0
1700000130547,130.55,4532,187.48,175.39,79.53,1258,0,,18,70,5,0,2,95,0,387,0
1700000130614,130.61,4487,517.44,226.69,218.27,1218,0,,7,54,3,0,3,67,0,387,0
1700000130681,130.68,4463,862.4,322.05,396.46,1224,0,,13,31,5,0,4,53,2,387,0
1700000130747,130.75,4372,1462.34,493.09,144.47,1788,0,,7,12,4,0,3,26,0,387,0
1700000130814,130.81,4268,0.0,419.13,203.64,1597,0,,38,47,6,0,2,93,0,387,0
1700000130881,130.88,4461,0.0,356.26,173.09,1509,0,,7,37,3,0,3,50,0,388,0
1700000130947,130.95,4377,0.0,302.82,147.13,1434,0,,20,20,6,0,1,47,0,388,0
1700000131014,131.01,4477,0.0,257.4,125.06,1369,0,,15,43,3,0,3,64,0,388,0
1700000131081,131.08,4472,0.0,218.79,49.38,1370,0,,5,31,5,0,2,43,0,389,0
1700000131147,131.15,4490,254.97,224.22,140.5,1291,0,,18,57,2,0,2,79,0,389,1
1700000131214,131.21,4438,817.41,313.19,62.5,1536,0,,2,35,5,0,2,44,0,389,0
1700000131281,131.28,4381,0.0,266.22,13.83,1495,0,,9,71,6,0,2,88,0,389,0
1700000131347,131.35,4551,517.44,303.9,299.62,1286,0,,32,61,6,0,1,100,1,389,0
1700000131414,131.41,4312,1394.85,467.54,139.16,1747,0,,2,38,2,0,1,43,1,389,0
1700000131481,131.48,4365,0.0,397.41,40.75,1712,0,,44,59,4,0,3,110,0,389,0
1700000131547,131.55,4463,682.42,440.16,0.52,1827,0,,18,35,5,0,2,60,0,389,1
1700000131614,131.61,4274,157.48,397.76,151.9,1607,0,,34,57,2,0,3,96,1,389,0
1700000131681,131.68,4442,0.0,338.1,52.11,1592,0,,37,69,3,0,1,110,1,389,0
1700000131747,131.75,4456,502.44,362.75,29.37,1659,0,,7,22,2,0,3,34,0,389,1
1700000131814,131.81,4375,329.96,357.83,87.2,1595,0,,14,25,5,0,1,45,0,389,0
1700000131881,131.88,4412,0.0,304.16,85.84,1496,0,,35,24,2,0,1,62,0,389,0
1700000131947,131.95,4417,277.47,300.15,72.96,1501,0,,15,71,4,0,2,92,0,389,0
1700000132014,132.01,4375,0.0,255.13,87.13,1402,0,,34,33,6,0,4,77,0,389,0
1700000132081,132.08,4484,164.98,241.61,43.13,1420,0,,28,62,6,0,2,98,0,389,0
1700000132148,132.15,4353,524.94,284.11,1.5,1540,0,,14,59,6,0,2,81,0,389,0
1700000132214,132.21,4414,7.5,242.62,77.4,1388,0,,42,48,6,0,3,99,0,389,0
1700000132281,132.28,4352,172.48,232.1,59.76,1386,0,,44,15,4,0,4,67,1,389,0
1700000132348,132.35,4391,569.94,282.77,50.8,1490,0,,2,49,4,0,1,56,0,389,0
1700000132414,132.41,4276,172.48,266.23,84.05,1426,0,,17,27,4,0,2,50,0,389,0
1700000132481,132.48,4368,0.0,226.29,109.95,1325,0,,5,41,5,0,1,52,0,389,0
1700000132548,132.55,4420,0.0,192.35,93.45,1276,0,,18,18,6,0,2,44,1,389,0
1700000132614,132.61,4418,0.0,163.5,4.27,1310,0,,13,22,4,0,2,41,0,389,0
1700000132681,132.68,4443,374.96,195.22,3.63,1371,0,,25,30,5,0,2,62,0,389,1
1700000132748,132.75,4368,0.0,165.93,137.01,1183,0,,35,33,3,0,2,73,0,389,0
1700000132814,132.81,4500,974.89,287.28,575.14,1000,0,,25,61,5,0,2,93,0,389,0
1700000132881,132.88,4238,2054.77,552.4,271.25,1776,0,,26,72,3,0,4,105,0,389,0
1700000132948,132.95,4226,0.0,469.54,228.13,1666,0,,9,53,4,0,3,69,0,389,0
1700000133014,133.01,4365,0.0,399.11,81.75,1676,0,,43,57,2,0,4,106,1,389,0
1700000133081,133.08,4294,502.44,414.61,104.61,1683,0,,38,45,4,0,2,89,0,389,0
1700000133148,133.15,4298,779.91,469.41,23.24,1858,0,,39,15,2,0,4,60,0,389,0
1700000133214,133.21,4190,0.0,399.0,193.85,1569,0,,15,25,3,0,2,45,0,389,0
1700000133281,133.28,4315,0.0,339.15,164.78,1485,0,,6,19,5,0,3,33,0,390,0
1700000133348,133.35,4304,0.0,288.27,140.06,1413,0,,42,71,6,0,2,121,1,390,0
1700000133414,133.41,4414,0.0,245.03,70.12,1400,0,,24,39,6,0,4,73,0,391,0
1700000133481,133.48,4433,847.41,335.39,277.23,1368,0,,17,56,2,0,3,78,1,391,0
1700000133548,133.55,4301,974.89,431.31,46.47,1768,0,,44,38,3,0,1,86,0,391,0
1700000133614,133.61,4303,0.0,366.62,178.12,1524,0,,2,52,3,0,3,60,0,391,0
1700000133681,133.68,4311,0.0,311.62,26.04,1568,0,,31,14,2,0,3,50,0,391,0
1700000133748,133.75,4345,794.91,384.12,161.08,1573,0,,34,74,4,0,3,115,0,391,0
1700000133814,133.81,4205,622.43,419.86,40.53,1753,0,,38,17,2,0,1,58,0,392,0
1700000133881,133.88,4262,0.0,356.88,153.31,1529,0,,30,53,2,0,2,87,0,392,0
1700000133948,133.95,4234,89.99,316.85,115.24,1491,0,,37,27,3,0,1,68,1,392,0
1700000134014,134.01,4250,67.49,279.45,118.05,1418,0,,38,28,6,0,4,76,0,392,0
1700000134081,134.08,4225,0.0,237.53,115.41,1341,0,,18,25,6,0,2,51,0,392,0
1700000134148,134.15,4379,0.0,201.9,98.09,1290,0,,8,29,4,0,3,44,0,392,0
1700000134214,134.21,4272,0.0,171.62,83.38,1247,0,,43,44,2,0,2,91,0,393,0
1700000134281,134.28,4396,0.0,145.87,237.15,1044,0,,3,49,5,0,2,59,0,393,0
1700000134348,134.35,4361,1379.85,330.97,288.63,1348,0,,26,22,5,0,3,56,0,393,0
1700000134414,134.41,4212,389.96,339.82,62.69,1585,0,,18,70,4,0,4,96,0,393,0
1700000134481,134.48,4309,0.0,288.84,182.75,1372,0,,9,40,4,0,4,57,0,394,0
1700000134548,134.55,4321,1447.34,462.62,414.82,1474,0,,28,67,4,0,1,100,0,394,0
1700000134614,134.61,4116,1162.37,567.58,29.5,2023,0,,37,12,6,0,1,56,0,394,0
1700000134681,134.68,4166,0.0,482.44,192.55,1723,0,,18,52,5,0,3,78,1,394,0
1700000134748,134.75,4293,187.48,438.2,86.66,1743,0,,34,14,4,0,2,54,1,395,0
1700000134814,134.81,4141,344.96,424.21,115.51,1690,0,,16,70,3,0,4,93,0,395,0
1700000134881,134.88,4247,0.0,360.58,175.19,1515,0,,34,69,4,0,1,108,0,395,0
1700000134948,134.95,4205,0.0,306.49,148.91,1439,0,,34,15,6,0,3,58,1,395,0
1700000135015,135.02,4322,0.0,260.52,42.87,1456,0,,12,44,6,0,1,63,0,395,0
1700000135081,135.08,4245,374.96,277.69,36.44,1494,0,,39,72,6,0,2,119,0,395,0
1700000135148,135.15,4272,0.0,236.03,44.37,1408,0,,5,42,4,0,2,53,0,395,0
1700000135215,135.22,4291,314.97,247.87,181.59,1295,0,,6,12,6,0,2,26,0,395,0
1700000135281,135.28,4230,982.39,358.05,84.04,1598,0,,14,73,4,0,4,95,0,395,0
1700000135348,135.35,4160,0.0,304.34,147.87,1436,0,,28,29,3,0,1,61,0,396,0
1700000135415,135.42,4231,0.0,258.69,85.51,1411,0,,22,74,3,0,3,102,0,396,0
1700000135481,135.48,4267,179.98,246.88,83.0,1391,0,,38,17,3,0,1,59,2,396,0
1700000135548,135.55,4207,697.42,314.47,30.38,1569,0,,18,65,3,0,3,89,0,397,0
1700000135615,135.62,4174,0.0,267.3,71.28,1441,0,,7,22,2,0,1,32,0,397,0
1700000135681,135.68,4259,262.47,266.57,18.1,1491,0,,18,61,6,0,3,88,0,397,0
1700000135748,135.75,4139,352.46,279.46,18.73,1515,0,,25,69,5,0,3,102,0,397,0
1700000135815,135.82,4212,277.47,279.16,96.27,1439,0,,43,13,4,0,1,61,0,397,0
1700000135881,135.88,4102,712.42,344.15,26.59,1628,0,,15,42,2,0,1,60,1,397,0
1700000135948,135.95,4117,30.0,297.02,136.43,1433,0,,21,38,6,0,2,67,0,397,0
1700000136015,136.02,4098,0.0,252.47,122.66,1362,0,,42,38,5,0,2,87,0,397,0
1700000136081,136.08,4279,0.0,214.6,24.64,1387,0,,15,50,3,0,3,71,0,397,0
1700000136148,136.15,4189,577.44,269.03,30.99,1483,0,,34,15,5,0,2,56,0,397,0
1700000136215,136.22,4202,44.99,235.42,65.73,1386,0,,13,28,5,0,1,47,0,397,0
1700000136281,136.28,4183,164.98,224.86,93.12,1339,0,,24,50,5,0,3,82,0,398,1
1700000136348,136.35,4180,712.42,297.99,109.28,1462,0,,24,29,6,0,3,62,0,398,0
1700000136415,136.42,4088,299.97,298.29,66.15,1504,0,,17,61,4,0,1,83,0,398,0
1700000136481,136.48,4140,0.0,253.54,123.19,1364,0,,12,57,6,0,1,76,0,399,0
1700000136548,136.55,4175,0.0,215.51,72.9,1341,0,,44,64,3,0,4,115,1,399,0
1700000136615,136.62,4194,142.48,204.56,61.97,1331,0,,42,69,2,0,1,114,0,399,0
1700000136681,136.68,4156,0.0,173.87,84.48,1250,0,,15,66,3,0,4,88,0,399,0
1700000136748,136.75,4208,0.0,147.79,18.24,1266,0,,44,68,2,0,2,116,0,399,0
1700000136815,136.82,4251,239.97,161.62,284.15,1027,0,,9,35,3,0,2,49,0,399,0
1700000136881,136.88,4176,1342.35,338.73,187.96,1462,0,,42,33,2,0,3,80,0,399,0
1700000136948,136.95,4072,0.0,287.92,139.89,1413,0,,6,59,3,0,4,72,0,399,0
1700000137015,137.02,4202,0.0,244.73,80.31,1389,0,,20,48,3,0,3,74,0,399,0
1700000137081,137.08,4177,892.4,341.88,68.26,1584,0,,17,33,5,0,2,57,0,399,0
1700000137148,137.15,4083,0.0,290.6,132.82,1425,0,,31,66,2,0,2,101,0,400,0
1700000137215,137.22,4308,37.5,252.63,252.05,1235,1,Arah 11,21,71,4,0,3,99,0,401,0
1700000137281,137.28,4078,1634.82,459.96,220.94,1656,1,Arah 11,3,71,2,0,3,79,0,401,0
1700000137348,137.35,4090,67.49,401.09,100.14,1662,1,Arah 11,43,27,3,0,3,76,0,401,0
1700000137415,137.42,4069,344.96,392.67,100.19,1647,1,Arah 11,44,63,3,0,3,113,0,401,0
1700000137481,137.48,4044,0.0,333.77,162.17,1477,1,Arah 11,38,14,6,0,2,60,0,403,0
1700000137548,137.55,4151,0.0,283.71,93.18,1450,1,Arah 11,22,13,2,0,3,40,0,403,0
1700000137615,137.62,4132,1034.89,396.38,392.25,1370,1,Arah 11,24,22,2,0,1,49,0,404,0
1700000137681,137.68,4013,1402.34,547.28,102.39,1922,1,Arah 11,3,29,4,0,1,37,0,404,0
1700000137748,137.75,3945,0.0,465.19,226.01,1660,1,Arah 11,20,17,2,0,2,41,0,405,0
1700000137815,137.82,4089,0.0,395.41,148.59,1606,1,Arah 11,35,70,5,0,3,113,1,406,0
1700000137881,137.88,4153,194.98,365.34,37.57,1656,1,Arah 11,22,38,4,0,1,65,0,406,0
1700000137948,137.95,4063,397.46,370.16,75.46,1629,1,Arah 11,29,39,4,0,1,73,0,407,0
1700000138015,138.02,4100,0.0,314.64,152.87,1450,1,Arah 11,42,33,4,0,2,81,0,407,0
1700000138082,138.08,4085,0.0,267.44,129.94,1384,1,Arah 11,12,42,2,0,2,58,0,407,0
1700000138148,138.15,4104,0.0,227.32,28.5,1407,1,Arah 11,14,17,5,0,2,38,0,407,0
1700000138215,138.22,4150,622.43,286.59,45.99,1502,1,Arah 11,4,30,5,0,4,43,0,407,0
1700000138282,138.28,4021,97.49,258.23,99.86,1396,1,Arah 11,14,18,3,0,3,38,0,407,0
1700000138348,138.35,4137,0.0,219.49,99.27,1323,1,Arah 11,31,37,2,0,4,74,0,407,0
1700000138415,138.42,4096,922.4,324.93,169.75,1453,1,Arah 11,29,69,5,0,4,107,0,407,0
1700000138482,138.48,4014,382.46,333.56,61.62,1574,1,Arah 11,35,63,2,0,4,104,0,407,0
1700000138548,138.55,4045,0.0,283.52,137.75,1406,1,Arah 11,23,19,5,0,3,50,0,407,0
1700000138615,138.62,4099,0.0,240.99,117.09,1346,1,Arah 11,26,26,3,0,3,58,0,407,0
1700000138682,138.68,4046,0.0,204.85,114.75,1279,1,Arah 11,26,36,2,0,2,66,1,407,0
1700000138748,138.75,4123,959.89,318.1,243.18,1368,1,Arah 11,23,67,3,0,2,95,0,407,0
1700000138815,138.82,3918,652.43,368.25,7.57,1690,1,Arah 11,18,44,6,0,1,69,0,407,0
1700000138882,138.88,4036,0.0,313.01,152.08,1448,1,Arah 11,42,14,2,0,1,59,0,407,0
1700000138948,138.95,4082,0.0,266.06,129.27,1382,1,Arah 11,2,13,5,0,3,23,0,407,0
1700000139015,139.02,4146,0.0,226.15,67.57,1367,1,Arah 11,23,20,3,0,3,49,0,407,1
1700000139082,139.08,4141,794.91,311.47,241.58,1357,1,Arah 11,37,23,3,0,4,67,0,407,0
1700000139148,139.15,4040,824.91,388.48,113.27,1627,1,Arah 11,19,25,6,0,4,54,0,407,0
1700000139215,139.22,4031,382.46,387.58,87.86,1649,1,Arah 11,37,55,5,0,1,98,0,407,0
1700000139282,139.28,3989,0.0,329.44,160.06,1471,1,Arah 11,21,18,3,0,1,43,0,407,0
1700000139348,139.35,4062,0.0,280.03,136.05,1401,1,Arah 11,25,67,2,0,3,97,0,407,0
1700000139415,139.42,4140,0.0,238.02,13.26,1442,1,Arah 11,3,23,6,0,4,36,0,407,0
1700000139482,139.48,4148,577.44,288.93,243.96,1312,1,Arah 11,11,70,6,0,4,91,0,407,0
1700000139548,139.55,4063,1042.38,401.95,363.05,1410,1,Arah 11,32,19,6,0,3,60,0,407,0
1700000139615,139.62,4009,1274.86,532.89,77.58,1920,1,Arah 11,26,61,2,0,4,93,0,407,0
1700000139682,139.68,3893,7.5,454.08,218.65,1647,1,Arah 11,4,36,5,0,2,47,0,408,0
1700000139748,139.75,4008,0.0,385.97,33.51,1698,0,,34,43,4,0,4,85,2,408,0
1700000139815,139.82,4019,689.92,431.56,100.42,1718,0,,22,68,2,0,3,95,0,408,0
1700000139882,139.88,3916,577.44,453.44,68.66,1787,0,,10,15,6,0,1,32,0,410,0
1700000139948,139.95,3942,0.0,385.43,96.86,1637,0,,4,23,6,0,3,36,0,410,1
1700000140015,140.02,3943,404.96,388.36,82.33,1656,0,,5,30,4,0,3,42,0,410,0
1700000140082,140.08,3888,0.0,330.1,160.38,1472,0,,11,64,2,0,1,78,0,410,0
1700000140148,140.15,3989,0.0,280.59,136.32,1402,0,,16,29,4,0,4,53,1,410,0
1700000140215,140.22,4121,0.0,238.5,285.9,1174,0,,26,55,6,0,1,88,1,410,0
1700000140282,140.28,4048,1799.8,472.69,360.19,1545,0,,31,14,5,0,4,54,1,410,0
1700000140348,140.35,3881,524.94,480.53,24.93,1876,0,,33,22,2,0,3,60,0,410,0
1700000140415,140.42,3978,539.94,489.44,89.3,1832,0,,5,38,6,0,2,51,2,411,0
1700000140482,140.48,3809,30.0,420.53,196.44,1606,0,,16,56,5,0,1,78,0,411,0
1700000140548,140.55,3974,0.0,357.45,173.67,1511,0,,17,16,3,0,2,38,1,411,0
1700000140615,140.62,3991,0.0,303.83,25.41,1554,0,,7,18,3,0,1,29,0,411,0
1700000140682,140.68,4025,547.44,340.37,21.6,1625,0,,40,73,3,0,3,119,0,411,0
1700000140748,140.75,3918,0.0,289.32,140.57,1415,0,,19,58,6,0,4,87,0,411,0
1700000140815,140.82,4045,0.0,245.92,66.34,1405,0,,24,13,5,0,4,46,0,411,0
1700000140882,140.88,3960,832.41,333.89,79.82,1558,0,,32,57,3,0,3,95,0,411,0
1700000140948,140.95,3934,104.99,299.56,117.97,1456,0,,29,65,6,0,3,103,0,411,0
1700000141015,141.02,3946,0.0,254.62,123.71,1365,0,,40,42,3,0,1,86,0,411,0
1700000141082,141.08,3952,0.0,216.43,105.15,1311,0,,11,45,5,0,2,63,0,412,0
1700000141149,141.15,3954,0.0,183.96,89.38,1264,0,,11,14,6,0,3,34,0,412,0
1700000141215,141.22,4046,0.0,156.37,14.43,1286,0,,21,71,4,0,1,97,0,412,0
1700000141282,141.28,3973,404.96,193.66,75.88,1296,0,,39,22,2,0,2,65,0,412,0
1700000141349,141.35,3992,284.97,207.35,2.47,1395,0,,31,32,6,0,3,72,0,412,0
1700000141415,141.42,3935,104.99,192.0,17.99,1350,0,,7,13,2,0,2,24,0,412,0
1700000141482,141.48,3978,374.96,219.44,202.79,1220,0,,18,41,5,0,4,68,0,412,0
1700000141549,141.55,3885,944.9,328.26,88.67,1538,0,,37,25,3,0,2,67,0,412,0
1700000141615,141.62,3852,0.0,279.02,95.39,1439,0,,7,12,5,0,2,26,0,412,0
1700000141682,141.68,3919,179.98,264.17,74.38,1432,0,,17,37,6,0,3,63,0,413,0
1700000141749,141.75,3828,30.0,229.04,103.4,1337,0,,40,62,2,0,3,107,0,413,0
1700000141815,141.82,3915,0.0,194.68,94.59,1280,0,,21,17,5,0,2,45,0,413,0
1700000141882,141.88,4021,0.0,165.48,61.89,1256,0,,24,72,2,0,3,101,0,413,0
1700000141949,141.95,4018,637.43,236.27,132.96,1321,0,,13,56,2,0,2,73,0,413,0
1700000142015,142.02,3936,359.96,254.83,41.04,1447,0,,38,23,4,0,3,68,0,413,0
1700000142082,142.08,3970,314.97,263.85,147.04,1360,0,,6,27,3,0,2,38,0,413,0
1700000142149,142.15,3894,862.4,353.63,319.18,1361,0,,39,58,2,0,1,100,0,413,0
1700000142215,142.22,3855,1184.87,478.32,78.78,1822,0,,14,61,5,0,3,83,0,413,0
1700000142282,142.28,3736,0.0,406.57,197.53,1579,0,,3,32,5,0,2,42,0,414,0
1700000142349,142.35,3912,0.0,345.58,12.89,1643,0,,27,13,3,0,1,44,0,414,0
1700000142415,142.42,3930,809.91,415.23,392.64,1406,0,,33,37,2,0,1,73,0,414,0
1700000142482,142.48,3804,1709.81,609.42,226.61,1919,0,,6,25,3,0,4,38,1,414,0
1700000142549,142.55,3702,329.96,567.5,189.07,1879,0,,7,70,4,0,4,85,0,414,0
1700000142615,142.62,3760,0.0,482.38,234.37,1684,0,,14,59,4,0,2,79,1,414,0
1700000142682,142.68,3762,0.0,410.02,199.21,1584,0,,3,24,5,0,3,35,0,414,0
1700000142749,142.75,3802,0.0,348.52,169.33,1498,0,,4,45,3,0,3,55,0,414,0
1700000142815,142.82,3797,0.0,296.24,113.8,1454,0,,22,66,3,0,1,92,1,414,0
1700000142882,142.88,3936,134.99,272.05,174.47,1349,0,,18,72,6,0,3,99,0,415,0
1700000142949,142.95,3779,1214.87,413.47,161.69,1626,0,,44,60,5,0,3,112,0,415,0
1700000143015,143.02,3774,194.98,380.7,133.76,1593,0,,7,46,5,0,2,60,0,415,0
1700000143082,143.08,3753,0.0,323.59,157.22,1463,0,,30,64,2,0,4,100,1,416,0
1700000143149,143.15,3876,0.0,275.05,133.64,1394,0,,25,44,2,0,2,73,0,416,0
1700000143215,143.22,3898,0.0,233.8,55.49,1393,0,,35,43,6,0,1,85,0,416,0
1700000143282,143.28,3919,757.42,312.34,294.92,1306,0,,13,15,4,0,3,35,1,416,0
1700000143349,143.35,3797,1109.88,431.97,81.61,1736,0,,27,69,6,0,3,105,0,416,0
1700000143415,143.42,3771,0.0,367.17,178.39,1524,0,,25,64,5,0,1,95,0,416,0
1700000143482,143.48,3862,0.0,312.1,62.64,1533,0,,6,30,5,0,4,45,0,416,0
1700000143549,143.55,3830,959.89,409.27,203.91,1578,0,,19,47,5,0,4,75,0,416,0
1700000143615,143.62,3734,674.92,449.12,40.95,1805,0,,18,68,3,0,2,91,0,416,0
1700000143682,143.68,3740,0.0,381.75,86.71,1640,0,,29,40,5,0,2,76,0,416,0
1700000143749,143.75,3806,442.45,390.85,73.7,1669,0,,36,47,4,0,2,89,0,416,1
1700000143815,143.82,3681,0.0,332.23,104.5,1531,0,,20,49,3,0,3,75,0,416,0
1700000143882,143.88,3903,254.97,320.64,20.19,1590,0,,6,74,3,0,4,87,0,416,0
1700000143949,143.95,3647,307.47,318.66,74.08,1535,0,,3,54,4,0,2,63,0,416,0
1700000144016,144.02,3862,0.0,270.86,131.6,1388,0,,20,62,5,0,4,91,0,416,0
1700000144082,144.08,3726,0.0,230.23,111.86,1331,0,,16,40,4,0,1,61,1,417,0
1700000144149,144.15,3875,0.0,195.7,54.9,1321,0,,19,61,6,0,4,90,0,418,0
1700000144216,144.22,3779,179.98,193.34,60.47,1311,0,,43,19,3,0,1,66,1,419,0
1700000144282,144.28,3851,479.95,236.33,118.36,1336,0,,9,27,3,0,3,42,0,419,0
1700000144349,144.35,3715,479.95,272.87,6.53,1514,0,,18,60,3,0,1,82,0,420,0
1700000144416,144.42,3787,0.0,231.94,12.86,1431,0,,14,52,3,0,1,70,1,420,0
1700000144482,144.48,3756,562.44,281.52,10.93,1526,0,,33,24,4,0,1,62,0,420,0
1700000144549,144.55,3712,0.0,239.29,92.82,1367,0,,19,47,6,0,1,73,1,420,0
1700000144616,144.62,3831,104.99,219.14,29.91,1390,0,,27,18,2,0,4,51,0,421,0
1700000144682,144.68,3698,487.45,259.39,22.08,1474,0,,25,24,4,0,3,56,0,422,0
1700000144749,144.75,3766,89.99,233.98,83.35,1366,0,,34,74,4,0,3,115,0,422,0
1700000144816,144.82,3686,30.0,203.38,90.94,1300,0,,30,32,5,0,3,70,0,422,0
1700000144882,144.88,3762,0.0,172.87,83.99,1249,0,,14,49,4,0,3,70,0,423,0
1700000144949,144.95,3751,0.0,146.94,71.39,1211,0,,37,56,3,0,1,97,1,423,0
1700000145016,145.02,3783,0.0,124.9,60.68,1180,0,,23,15,5,0,2,45,1,423,0
1700000145082,145.08,3800,0.0,106.17,51.58,1153,0,,2,44,2,0,4,52,0,424,0
1700000145149,145.15,3915,0.0,90.24,331.14,1000,0,,5,47,2,0,3,57,0,424,0
1700000145216,145.22,3834,1679.81,328.68,281.47,1351,0,,14,35,3,0,3,55,0,424,0
1700000145282,145.28,3691,0.0,279.38,135.74,1401,0,,23,45,3,0,4,75,1,425,0
1700000145349,145.35,3846,0.0,237.47,101.98,1354,0,,4,30,6,0,1,41,0,425,0
1700000145416,145.42,3693,59.99,210.85,86.69,1319,0,,9,40,5,0,1,55,0,425,0
1700000145482,145.48,3838,0.0,179.22,11.74,1332,0,,17,61,6,0,2,86,0,425,0
1700000145549,145.55,3700,337.46,202.96,9.98,1379,0,,35,33,5,0,3,76,1,425,1
1700000145616,145.62,3793,0.0,172.51,217.51,1115,0,,22,43,4,0,4,73,0,425,0
1700000145682,145.68,3769,1349.85,349.11,263.57,1407,0,,3,73,5,0,4,85,1,425,0
1700000145749,145.75,3613,352.46,349.62,77.3,1589,0,,13,34,5,0,3,55,0,425,0
1700000145816,145.82,3722,0.0,297.17,36.41,1531,0,,27,63,5,0,4,99,0,425,0
1700000145882,145.88,3735,809.91,374.08,30.95,1679,0,,44,64,5,0,3,116,0,425,0
1700000145949,145.95,3614,0.0,317.97,154.49,1455,0,,39,39,5,0,2,85,0,425,0
1700000146016,146.02,3800,0.0,270.28,46.13,1471,0,,12,50,6,0,1,69,0,426,0
1700000146082,146.08,3769,794.91,348.97,39.21,1625,0,,37,14,4,0,1,56,0,427,0
1700000146149,146.15,3694,0.0,296.63,160.56,1409,0,,2,64,2,0,4,72,0,428,0
1700000146216,146.22,3835,1364.85,456.86,434.46,1443,0,,20,13,2,0,4,39,0,428,0
1700000146282,146.28,3512,1334.85,588.56,64.61,2027,0,,7,49,5,0,1,62,1,428,0
1700000146349,146.35,3657,0.0,500.27,4.7,1929,0,,9,37,5,0,1,52,1,428,0
1700000146416,146.42,3727,1109.88,591.71,44.17,2051,0,,11,23,5,0,1,40,0,429,0
1700000146482,146.48,3509,179.98,529.95,186.78,1815,0,,34,32,4,0,1,71,0,429,0
1700000146549,146.55,3703,104.99,466.21,14.79,1860,0,,33,16,3,0,1,53,1,429,0
1700000146616,146.62,3495,824.91,520.01,36.01,1935,0,,3,65,4,0,4,76,0,429,0
1700000146682,146.68,3593,0.0,442.01,214.75,1628,0,,15,24,2,0,3,44,0,429,0
1700000146749,146.75,3640,0.0,375.71,182.54,1536,0,,14,21,6,0,2,43,0,430,0
